epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,324.967,3.66356,5.03345,3.57611,0.3715,0.05095,0.05158,0.02007,2.7409,4.25372,2.79714,0.00333231,0.00333231,0.00333231
2,641.368,2.39813,3.17906,2.48053,0.39242,0.17646,0.18241,0.09759,2.04742,4.16177,2.27224,0.00663265,0.00663265,0.00663265
3,954.854,1.93833,2.31083,2.14309,0.61498,0.24252,0.26864,0.16255,1.73479,4.43815,2.04692,0.00989999,0.00989999,0.00989999
4,1267.26,1.74464,1.93782,1.99621,0.61371,0.29089,0.35434,0.2258,1.58309,2.94055,1.92034,0.0098515,0.0098515,0.0098515
5,1577.35,1.61083,1.68457,1.8922,0.52418,0.35388,0.38078,0.24681,1.46275,2.7582,1.86262,0.009802,0.009802,0.009802
6,1888.68,1.52173,1.53816,1.84553,0.54783,0.40123,0.4384,0.2892,1.41428,2.59842,1.80661,0.0097525,0.0097525,0.0097525
7,2200.48,1.47596,1.45097,1.81156,0.57864,0.40916,0.44613,0.29441,1.35958,3.34901,1.78053,0.009703,0.009703,0.009703
8,2511.82,1.43591,1.3787,1.77348,0.58246,0.43566,0.47143,0.31651,1.34041,2.66903,1.76766,0.0096535,0.0096535,0.0096535
9,2821.92,1.40789,1.34986,1.73523,0.59931,0.4398,0.47268,0.3164,1.32412,3.07098,1.74842,0.009604,0.009604,0.009604
10,3133.13,1.37613,1.30341,1.72813,0.61735,0.45513,0.49405,0.34091,1.27226,2.60333,1.69866,0.0095545,0.0095545,0.0095545
11,3444.39,1.33657,1.24208,1.66672,0.64256,0.43973,0.49228,0.33987,1.24517,2.44136,1.66345,0.009505,0.009505,0.009505
12,3754.18,1.319,1.24093,1.67193,0.62545,0.48852,0.52079,0.36073,1.25552,2.71984,1.66185,0.0094555,0.0094555,0.0094555
13,4065.57,1.30496,1.20007,1.64951,0.61068,0.49143,0.52883,0.36787,1.21661,2.46156,1.63393,0.009406,0.009406,0.009406
14,4374.9,1.28555,1.17631,1.62949,0.6196,0.48753,0.52485,0.36539,1.19688,2.66906,1.62377,0.0093565,0.0093565,0.0093565
15,4684.98,1.27229,1.14434,1.60738,0.64532,0.51523,0.55906,0.39656,1.17612,2.49427,1.60168,0.009307,0.009307,0.009307
16,4995.36,1.25146,1.11566,1.58532,0.66189,0.51584,0.56609,0.40108,1.17963,2.04564,1.58878,0.0092575,0.0092575,0.0092575
17,5307.89,1.25412,1.10408,1.58209,0.69951,0.51746,0.57527,0.4095,1.16378,2.43746,1.5997,0.009208,0.009208,0.009208
18,5617.13,1.23252,1.10537,1.57742,0.67966,0.52086,0.57273,0.41174,1.13517,2.43544,1.56307,0.0091585,0.0091585,0.0091585
19,5926.66,1.22191,1.10552,1.56272,0.6836,0.53539,0.59054,0.4291,1.12392,2.05033,1.55357,0.009109,0.009109,0.009109
20,6238.45,1.21574,1.06713,1.55752,0.68284,0.53888,0.59424,0.43089,1.12324,2.17007,1.5514,0.0090595,0.0090595,0.0090595
21,6547.96,1.20531,1.04652,1.55949,0.7627,0.54598,0.60308,0.44121,1.10298,2.09536,1.54469,0.00901,0.00901,0.00901
22,6858.45,1.1891,1.02354,1.55103,0.76684,0.54702,0.60617,0.44268,1.11082,2.37045,1.53931,0.0089605,0.0089605,0.0089605
23,7171.3,1.18998,1.02287,1.53468,0.76935,0.55029,0.60862,0.44546,1.09071,2.27495,1.52137,0.008911,0.008911,0.008911
24,7482.25,1.18017,1.00995,1.53041,0.77916,0.54985,0.61232,0.45111,1.08313,2.17643,1.51421,0.0088615,0.0088615,0.0088615
25,7792.63,1.17117,1.00902,1.52197,0.78135,0.55548,0.61624,0.45484,1.08522,2.29642,1.50658,0.008812,0.008812,0.008812
26,8103.45,1.16207,1.00484,1.5235,0.74734,0.56805,0.62004,0.46194,1.07,1.97863,1.49751,0.0087625,0.0087625,0.0087625
