epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,58.6036,1.72434,2.0794,1.16636,0.58984,0.26915,0.2796,0.1628,1.6758,1.56462,1.09461,0.000166038,0.000166038,0.000166038
2,114.192,1.62402,1.28796,1.094,0.50472,0.31172,0.31858,0.17675,1.70504,1.46678,1.10405,0.000331058,0.000331058,0.000331058
3,169.059,1.62819,1.26847,1.09615,0.65175,0.29517,0.31591,0.1757,1.74122,1.46455,1.10678,0.000494427,0.000494427,0.000494427
4,224.84,1.62069,1.20767,1.09321,0.53456,0.32555,0.33761,0.19377,1.65489,1.31704,1.07898,0.000492575,0.000492575,0.000492575
5,280.487,1.56434,1.10808,1.05797,0.58349,0.31697,0.33521,0.20264,1.63451,1.38303,1.06186,0.0004901,0.0004901,0.0004901
6,335.67,1.50948,1.04454,1.04377,0.59223,0.34514,0.37825,0.22345,1.59976,1.2347,1.05359,0.000487625,0.000487625,0.000487625
7,390.936,1.5109,1.07259,1.05457,0.68879,0.35901,0.39329,0.23342,1.56814,1.18455,1.05204,0.00048515,0.00048515,0.00048515
8,445.796,1.47881,1.01581,1.03534,0.70893,0.37519,0.40951,0.24306,1.54627,1.09078,1.03376,0.000482675,0.000482675,0.000482675
9,500.519,1.46531,0.98089,1.03886,0.73691,0.3695,0.41036,0.24779,1.52076,1.05305,1.02327,0.0004802,0.0004802,0.0004802
10,556.417,1.43114,0.93455,1.00989,0.73934,0.37278,0.41165,0.24785,1.49459,1.10242,1.01451,0.000477725,0.000477725,0.000477725
11,611.172,1.42575,0.94237,1.01226,0.71596,0.37822,0.41936,0.25426,1.50823,1.02168,1.02672,0.00047525,0.00047525,0.00047525
12,667.323,1.45154,0.94257,1.01483,0.71813,0.40446,0.43558,0.2648,1.51581,1.0558,1.02731,0.000472775,0.000472775,0.000472775
13,721.863,1.39523,0.9072,1.01123,0.6911,0.39654,0.42279,0.25744,1.51879,1.03638,1.02521,0.0004703,0.0004703,0.0004703
14,777.273,1.3648,0.8873,1.00485,0.71573,0.38574,0.42764,0.26408,1.47709,1.05784,1.01018,0.000467825,0.000467825,0.000467825
15,831.855,1.37558,0.87376,1.00329,0.72655,0.4252,0.45585,0.28312,1.45487,0.96987,1.00588,0.00046535,0.00046535,0.00046535
16,886.478,1.36609,0.85162,0.99142,0.71011,0.42098,0.45093,0.2764,1.47202,0.96891,1.00638,0.000462875,0.000462875,0.000462875
17,941.41,1.35927,0.85465,0.99961,0.65892,0.41847,0.44114,0.27283,1.47559,0.97839,1.01378,0.0004604,0.0004604,0.0004604
18,995.956,1.34635,0.84039,0.98968,0.78055,0.4094,0.45992,0.28715,1.44658,0.99253,0.99892,0.000457925,0.000457925,0.000457925
19,1050.28,1.34755,0.8526,0.99161,0.70439,0.42246,0.46251,0.2946,1.4296,0.97319,0.99641,0.00045545,0.00045545,0.00045545
20,1104.82,1.33868,0.82602,0.97932,0.7109,0.44275,0.47361,0.29178,1.4401,0.92615,0.99773,0.000452975,0.000452975,0.000452975
21,1159.15,1.35473,0.82439,0.98191,0.70725,0.41868,0.46043,0.29217,1.4341,0.95994,0.99411,0.0004505,0.0004505,0.0004505
22,1213.8,1.33028,0.8173,0.98538,0.70255,0.42543,0.46484,0.29695,1.40908,0.92722,0.98811,0.000448025,0.000448025,0.000448025
23,1268.61,1.28289,0.77562,0.96811,0.68719,0.43088,0.46777,0.3004,1.40952,0.93592,0.98446,0.00044555,0.00044555,0.00044555
24,1324.58,1.3041,0.78914,0.96867,0.69359,0.43899,0.47524,0.29805,1.40969,0.90339,0.98922,0.000443075,0.000443075,0.000443075
25,1379,1.30565,0.79501,0.9783,0.72164,0.43903,0.47121,0.29181,1.42916,0.94464,0.99469,0.0004406,0.0004406,0.0004406
26,1433.95,1.30571,0.79557,0.9739,0.73281,0.42932,0.47787,0.31013,1.38397,0.92859,0.9814,0.000438125,0.000438125,0.000438125
27,1487.83,1.29771,0.77801,0.96026,0.71672,0.45019,0.47987,0.30364,1.3888,0.88358,0.97662,0.00043565,0.00043565,0.00043565
28,1542.58,1.28353,0.75791,0.96352,0.73258,0.44308,0.47975,0.30729,1.41745,0.9101,0.98618,0.000433175,0.000433175,0.000433175
29,1596.46,1.27374,0.75151,0.96005,0.73218,0.45754,0.49189,0.31412,1.39632,0.89038,0.98306,0.0004307,0.0004307,0.0004307
30,1650.78,1.2644,0.75879,0.95804,0.73458,0.45132,0.49256,0.31597,1.37502,0.88028,0.97543,0.000428225,0.000428225,0.000428225
31,1705.09,1.25546,0.74774,0.95387,0.75472,0.44183,0.49414,0.31638,1.37189,0.87825,0.97734,0.00042575,0.00042575,0.00042575
32,1759.8,1.26773,0.73546,0.96005,0.74076,0.45462,0.48588,0.31203,1.36452,0.87991,0.97439,0.000423275,0.000423275,0.000423275
33,1814.3,1.23795,0.72803,0.94886,0.69606,0.45329,0.48818,0.31731,1.38793,0.87491,0.97969,0.0004208,0.0004208,0.0004208
