epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,65.691,2.08856,4.14192,1.1918,0.67069,0.10721,0.11193,0.06481,2.07986,2.80719,1.12441,0.000166038,0.000166038,0.000166038
2,127.149,2.11033,2.69695,1.12183,0.56759,0.18232,0.1752,0.09765,1.99292,2.11599,1.09638,0.000331058,0.000331058,0.000331058
3,187.084,1.99767,2.2172,1.09642,0.63687,0.21029,0.20362,0.11232,1.96358,1.91403,1.07215,0.000494427,0.000494427,0.000494427
4,247.573,1.90068,1.90773,1.08647,0.62288,0.24314,0.23616,0.13366,1.8508,1.80775,1.06997,0.000492575,0.000492575,0.000492575
5,309.306,1.81966,1.72392,1.07084,0.55966,0.24521,0.25894,0.14754,1.82127,1.80179,1.05461,0.0004901,0.0004901,0.0004901
6,368.258,1.78961,1.65249,1.05752,0.65319,0.2575,0.26953,0.15671,1.79147,1.58887,1.04212,0.000487625,0.000487625,0.000487625
7,427.335,1.80975,1.57224,1.04845,0.62817,0.26031,0.26909,0.15574,1.81385,1.62306,1.04639,0.00048515,0.00048515,0.00048515
8,486.146,1.7953,1.51882,1.04894,0.60809,0.28806,0.29352,0.16785,1.78942,1.53658,1.04218,0.000482675,0.000482675,0.000482675
9,546.298,1.73203,1.46335,1.04079,0.60925,0.29263,0.30699,0.18076,1.74345,1.53828,1.02028,0.0004802,0.0004802,0.0004802
10,606.117,1.69266,1.41351,1.03383,0.66364,0.28858,0.32077,0.18519,1.71806,1.44071,1.02869,0.000477725,0.000477725,0.000477725
11,665.988,1.71139,1.38401,1.02421,0.6437,0.29895,0.32846,0.1935,1.69551,1.37818,1.0204,0.00047525,0.00047525,0.00047525
12,724.265,1.65474,1.32355,1.02616,0.653,0.30704,0.34014,0.19888,1.71939,1.36557,1.02281,0.000472775,0.000472775,0.000472775
