epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,71.298,1.75367,2.20614,1.17086,0.59266,0.28112,0.28986,0.16953,1.65278,1.51372,1.07522,0.000166038,0.000166038,0.000166038
2,139.245,1.68689,1.38817,1.11767,0.64077,0.31523,0.32208,0.1905,1.61103,1.47652,1.0617,0.000331058,0.000331058,0.000331058
3,206.714,1.61715,1.25203,1.09723,0.5849,0.29193,0.3251,0.18167,1.71059,1.67145,1.09467,0.000494427,0.000494427,0.000494427
4,273.934,1.60525,1.22635,1.10364,0.58463,0.3347,0.35854,0.21088,1.60542,1.35456,1.06254,0.000492575,0.000492575,0.000492575
5,341.199,1.54786,1.13085,1.07831,0.61395,0.36822,0.38784,0.22562,1.59872,1.18051,1.05863,0.0004901,0.0004901,0.0004901
6,408.216,1.55014,1.08167,1.06085,0.64058,0.36494,0.40101,0.23736,1.54552,1.13315,1.03248,0.000487625,0.000487625,0.000487625
7,475.462,1.51742,1.04934,1.05092,0.73053,0.36,0.39816,0.23636,1.51192,1.15839,1.02799,0.00048515,0.00048515,0.00048515
8,541.521,1.48148,1.02573,1.03667,0.66607,0.38022,0.40631,0.24323,1.53131,1.06598,1.0267,0.000482675,0.000482675,0.000482675
9,607.891,1.47419,1.01662,1.04537,0.70724,0.37115,0.41609,0.246,1.50584,1.08709,1.01978,0.0004802,0.0004802,0.0004802
10,674.752,1.4719,0.97614,1.02492,0.60441,0.40733,0.44167,0.26902,1.51048,1.12226,1.01356,0.000477725,0.000477725,0.000477725
11,741.224,1.44536,0.93332,1.01987,0.58949,0.42401,0.45222,0.27513,1.47762,1.01337,1.0075,0.00047525,0.00047525,0.00047525
12,808.049,1.42863,0.92621,1.02255,0.60543,0.42012,0.44759,0.26918,1.49082,1.03302,1.00883,0.000472775,0.000472775,0.000472775
13,874.468,1.38757,0.91304,1.01312,0.68572,0.38359,0.4359,0.26507,1.45746,1.02728,1.00472,0.0004703,0.0004703,0.0004703
14,940.459,1.39765,0.91915,1.00913,0.71215,0.41011,0.45369,0.27173,1.49049,1.02285,1.01126,0.000467825,0.000467825,0.000467825
15,1006.55,1.40385,0.90452,0.99966,0.74312,0.40362,0.45346,0.28417,1.47007,0.99508,1.00233,0.00046535,0.00046535,0.00046535
16,1073.65,1.37741,0.87637,0.99624,0.68494,0.4218,0.46586,0.28496,1.45063,0.98497,0.99088,0.000462875,0.000462875,0.000462875
17,1140.96,1.35435,0.84617,0.99133,0.72029,0.4068,0.46563,0.28683,1.44485,0.97847,0.98924,0.0004604,0.0004604,0.0004604
18,1207.84,1.37726,0.86715,0.99286,0.66228,0.43782,0.46571,0.28398,1.44476,0.94282,0.98584,0.000457925,0.000457925,0.000457925
