epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,65.052,2.10192,4.43022,1.20256,0.65639,0.07168,0.09228,0.05958,2.07295,3.17077,1.12263,0.000166038,0.000166038,0.000166038
2,126.781,2.02961,3.04414,1.13278,0.73369,0.14507,0.1454,0.08619,1.96741,2.3283,1.11962,0.000331058,0.000331058,0.000331058
3,185.136,2.02281,2.37958,1.11953,0.54823,0.19718,0.18971,0.11249,1.9049,1.89373,1.08655,0.000494427,0.000494427,0.000494427
4,244.727,1.89276,2.01849,1.10243,0.55657,0.22579,0.22326,0.1316,1.82135,1.68089,1.06867,0.000492575,0.000492575,0.000492575
5,305.165,1.83576,1.83705,1.08576,0.65847,0.23486,0.23908,0.13867,1.82029,1.60985,1.06209,0.0004901,0.0004901,0.0004901
6,364.942,1.80948,1.6912,1.07298,0.52025,0.2624,0.26504,0.15586,1.76074,1.49986,1.04421,0.000487625,0.000487625,0.000487625
7,424.376,1.72052,1.61218,1.05863,0.52814,0.26755,0.27159,0.16041,1.72404,1.44214,1.04953,0.00048515,0.00048515,0.00048515
8,485.252,1.76797,1.59327,1.05539,0.57391,0.2938,0.31371,0.18412,1.71428,1.37726,1.03478,0.000482675,0.000482675,0.000482675
9,543.396,1.71185,1.50696,1.04046,0.5703,0.2975,0.31062,0.18367,1.69474,1.36138,1.02724,0.0004802,0.0004802,0.0004802
10,601.152,1.67179,1.44789,1.04242,0.59059,0.29013,0.30938,0.18463,1.69578,1.34922,1.02555,0.000477725,0.000477725,0.000477725
11,660.447,1.68208,1.41532,1.03152,0.61218,0.31032,0.33132,0.19238,1.67466,1.36803,1.02394,0.00047525,0.00047525,0.00047525
12,722.591,1.67139,1.40336,1.03745,0.55776,0.29874,0.33121,0.19637,1.65446,1.30499,1.01603,0.000472775,0.000472775,0.000472775
13,782.5,1.69102,1.40177,1.03249,0.61709,0.31681,0.34664,0.20549,1.66461,1.28322,1.02393,0.0004703,0.0004703,0.0004703
14,841.579,1.65045,1.3534,1.02346,0.64101,0.33165,0.353,0.20877,1.66018,1.27718,1.01475,0.000467825,0.000467825,0.000467825
15,900.398,1.68076,1.32894,1.0204,0.64579,0.34192,0.3614,0.2159,1.64884,1.27017,1.01095,0.00046535,0.00046535,0.00046535
16,959.981,1.63014,1.26438,1.00775,0.65692,0.34183,0.3636,0.21901,1.64475,1.23263,1.00821,0.000462875,0.000462875,0.000462875
17,1017.01,1.6031,1.26138,1.01158,0.67484,0.33122,0.36292,0.21269,1.64503,1.2247,1.00756,0.0004604,0.0004604,0.0004604
