epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,35.472,4.64803,5.20758,4.074,0,0,0,0,4.90012,4.9331,4.38303,0.000165414,0.000165414,0.000165414
2,66.131,4.02528,4.586,3.25384,0.01659,0.00852,0.00856,0.00144,3.69199,4.01041,3.0567,0.000330436,0.000330436,0.000330436
3,102.379,3.70244,3.94197,2.89465,0.0229,0.02214,0.01422,0.00653,3.63962,7.54315,2.92765,0.000493809,0.000493809,0.000493809
4,134.835,3.46087,3.49625,2.59405,0.17402,0.02422,0.01678,0.00805,3.47313,4.00513,2.59825,0.000492575,0.000492575,0.000492575
5,167.161,3.28435,3.24938,2.37376,0.17521,0.0364,0.02575,0.01207,3.18644,3.50693,2.40266,0.0004901,0.0004901,0.0004901
6,195.672,3.13296,3.08811,2.25811,0.21063,0.04736,0.03553,0.01514,3.08621,3.15691,2.33201,0.000487625,0.000487625,0.000487625
7,226.097,2.97,2.97706,2.18058,0.27591,0.06163,0.0467,0.02135,2.93601,3.16132,2.19981,0.00048515,0.00048515,0.00048515
8,255.792,2.82624,2.83459,2.06478,0.27444,0.06952,0.06095,0.03118,2.81664,2.92443,2.14684,0.000482675,0.000482675,0.000482675
9,286.345,2.73459,2.69832,2.04219,0.29434,0.07672,0.072,0.03718,2.71279,2.91469,2.08236,0.0004802,0.0004802,0.0004802
10,316.665,2.63159,2.60583,1.98603,0.31797,0.08801,0.08482,0.04256,2.64008,2.74367,2.0383,0.000477725,0.000477725,0.000477725
11,347.259,2.58327,2.51844,1.94761,0.33112,0.09158,0.09065,0.04842,2.58979,2.73974,1.98585,0.00047525,0.00047525,0.00047525
12,376.964,2.52674,2.50691,1.90663,0.3466,0.09633,0.09996,0.05429,2.49891,2.60337,1.97576,0.000472775,0.000472775,0.000472775
13,405.785,2.46127,2.39371,1.89442,0.38379,0.09893,0.1052,0.05672,2.48923,2.62703,1.9396,0.0004703,0.0004703,0.0004703
14,437.321,2.43372,2.36801,1.86674,0.4585,0.10513,0.11839,0.06373,2.44616,2.49097,1.93055,0.000467825,0.000467825,0.000467825
15,467.854,2.36305,2.27908,1.86815,0.29338,0.10914,0.12151,0.06601,2.41586,2.39856,1.90318,0.00046535,0.00046535,0.00046535
16,496.977,2.34756,2.21148,1.8146,0.35614,0.12345,0.12694,0.07121,2.37705,2.48054,1.87211,0.000462875,0.000462875,0.000462875
17,526.896,2.32431,2.17315,1.81961,0.44563,0.12161,0.13428,0.07367,2.35313,2.45503,1.87177,0.0004604,0.0004604,0.0004604
18,556.839,2.28836,2.13986,1.80191,0.25206,0.13472,0.13811,0.07842,2.31713,2.37117,1.86531,0.000457925,0.000457925,0.000457925
19,589.442,2.26681,2.09852,1.80173,0.32298,0.13949,0.1432,0.08069,2.27319,2.45503,1.83972,0.00045545,0.00045545,0.00045545
20,618.226,2.25453,2.1166,1.76055,0.29281,0.14881,0.15177,0.08634,2.25854,2.35426,1.83941,0.000452975,0.000452975,0.000452975
21,648.09,2.19823,2.0302,1.81005,0.43691,0.14222,0.15102,0.08551,2.25818,2.37025,1.8015,0.0004505,0.0004505,0.0004505
22,676.349,2.17544,2.0184,1.81327,0.42276,0.14541,0.16704,0.09778,2.23019,2.17448,1.78775,0.000448025,0.000448025,0.000448025
23,705.482,2.17505,1.91491,1.74447,0.50482,0.15282,0.16858,0.09853,2.16611,2.2851,1.78596,0.00044555,0.00044555,0.00044555
24,736.785,2.15053,1.94731,1.74893,0.44415,0.15341,0.16158,0.09356,2.17736,2.44544,1.80381,0.000443075,0.000443075,0.000443075
25,764.802,2.16678,1.91768,1.75254,0.45486,0.16852,0.17767,0.10353,2.15213,2.16298,1.75323,0.0004406,0.0004406,0.0004406
26,796.083,2.14677,1.93446,1.71997,0.42349,0.16607,0.17808,0.10597,2.13625,2.15837,1.74961,0.000438125,0.000438125,0.000438125
27,824.655,2.08941,1.87732,1.71184,0.40028,0.17704,0.18385,0.11204,2.11983,2.1302,1.77458,0.00043565,0.00043565,0.00043565
28,854.847,2.08557,1.84596,1.70379,0.43074,0.17975,0.18639,0.10958,2.10837,2.15132,1.75933,0.000433175,0.000433175,0.000433175
29,883.321,2.08949,1.82341,1.68129,0.4534,0.18094,0.19541,0.11579,2.08801,2.03024,1.72955,0.0004307,0.0004307,0.0004307
30,912.747,2.03365,1.7996,1.68016,0.46739,0.18168,0.19344,0.1163,2.0597,2.25035,1.72629,0.000428225,0.000428225,0.000428225
31,941.326,2.00571,1.78262,1.7163,0.50976,0.19119,0.20333,0.12355,2.03753,2.05641,1.69992,0.00042575,0.00042575,0.00042575
32,970.174,2.05526,1.80874,1.68175,0.47814,0.19479,0.1978,0.11752,2.07328,2.23525,1.7263,0.000423275,0.000423275,0.000423275
33,1000.63,2.01069,1.7709,1.66698,0.53243,0.18038,0.19851,0.12139,2.03499,2.02866,1.70202,0.0004208,0.0004208,0.0004208
34,1029.37,1.99656,1.76697,1.66187,0.54811,0.19403,0.20992,0.12554,2.02634,1.9909,1.69509,0.000418325,0.000418325,0.000418325
35,1057.5,1.99065,1.77948,1.67953,0.53469,0.2005,0.21764,0.13318,2.00981,1.90813,1.70347,0.00041585,0.00041585,0.00041585
36,1086.63,1.9738,1.71211,1.66914,0.51198,0.20558,0.21853,0.13444,1.97528,1.94082,1.68505,0.000413375,0.000413375,0.000413375
