epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,32.4532,4.62238,5.05809,4.05105,0,0,0,0,5.07847,4.95306,4.22397,0.000165414,0.000165414,0.000165414
2,59.9093,3.98054,4.43249,3.4081,0.26243,0.01438,0.00482,0.00121,3.89777,4.26787,3.04248,0.000330436,0.000330436,0.000330436
3,89.6998,3.6712,3.82813,2.94502,0.02345,0.02114,0.01157,0.00379,3.62513,3.94942,2.69533,0.000493809,0.000493809,0.000493809
4,121.933,3.33325,3.36629,2.60469,0.16448,0.03785,0.02313,0.00939,3.25293,3.68546,2.41305,0.000492575,0.000492575,0.000492575
5,156.707,3.10846,3.14542,2.44845,0.18584,0.05009,0.04013,0.01906,3.08385,3.72738,2.26364,0.0004901,0.0004901,0.0004901
6,185.013,2.98838,2.97965,2.32769,0.14735,0.0583,0.05436,0.02507,2.93647,2.94918,2.19187,0.000487625,0.000487625,0.000487625
7,214.667,2.85439,2.79655,2.19981,0.2228,0.0699,0.06171,0.02862,2.93174,3.13209,2.15653,0.00048515,0.00048515,0.00048515
8,242.903,2.75185,2.70374,2.16217,0.24439,0.08407,0.07739,0.0374,2.77267,2.76049,2.08961,0.000482675,0.000482675,0.000482675
9,273.254,2.66436,2.65135,2.12146,0.24139,0.08464,0.08386,0.04198,2.80419,2.66386,2.09584,0.0004802,0.0004802,0.0004802
10,302.067,2.59042,2.55943,2.05593,0.2633,0.09361,0.09514,0.04785,2.68364,2.6897,2.0365,0.000477725,0.000477725,0.000477725
11,330.846,2.53542,2.43423,1.99696,0.38368,0.09298,0.12225,0.06591,2.71775,3.05527,2.02031,0.00047525,0.00047525,0.00047525
12,360.402,2.45824,2.32751,1.95029,0.37194,0.10733,0.10067,0.05274,2.55481,3.04677,1.94888,0.000472775,0.000472775,0.000472775
13,388.249,2.45747,2.3138,1.94427,0.44799,0.12001,0.12217,0.06178,2.50583,2.34323,1.93953,0.0004703,0.0004703,0.0004703
14,416.322,2.39149,2.2654,1.95214,0.42874,0.12811,0.13672,0.07331,2.43779,2.43247,1.89327,0.000467825,0.000467825,0.000467825
15,445.653,2.33488,2.2271,1.89609,0.41617,0.132,0.1444,0.07738,2.40422,2.48354,1.89083,0.00046535,0.00046535,0.00046535
16,474.924,2.30967,2.09664,1.90074,0.42322,0.13762,0.14476,0.07695,2.40917,2.49913,1.86076,0.000462875,0.000462875,0.000462875
17,502.464,2.27476,2.14098,1.87722,0.32704,0.15441,0.16252,0.09037,2.33946,2.1927,1.83058,0.0004604,0.0004604,0.0004604
18,529.901,2.23094,2.01416,1.84074,0.36986,0.15292,0.16094,0.08849,2.37003,2.18018,1.83283,0.000457925,0.000457925,0.000457925
19,556.777,2.23557,2.07331,1.86055,0.34226,0.16084,0.16768,0.09031,2.27767,2.14865,1.83716,0.00045545,0.00045545,0.00045545
